	text	label
801	kkk member nazi salute	0
802	toast good life	0
803	person chase show clear sign doesnt want anything im gon na pretend didnt see	1
804	dad potato farmer	0
805	fucking queer	1
806	getting offended joke like jew escaping gas chamber never happens	1
807	bored join spastic special admin power	1
808	head diaper required shit brain	0
809	married brother commit immigration fraud	0
810	symbrachydactyly youre born abmnormal limb	0
811	nothing impedes champion	0
812	say islam violent kill	1
813	mississippi wind chime	0
814	land plane successfully planned everyone twin tower	1
815	hard worth	0
816	rich theft	0
817	face make he tell another war story	0
818	muslim danger american ban except rich one spend ten million hotel condo course	1
819	terrible hitler enjoy watching sport	0
820	rise planet ape	0
821	im sure abortion one hand kill baby hand hate black people	1
822	bit muslim lick as hour get rid taste	1
823	aftermath van catching fire	0
824	white parent black parent	1
825	arnold schwarzenigger ill black	1
826	yes changed realized fucking change made	0
827	damn thats hot	0
828	prayed like made sure felt lord inside	0
829	dont get sunburnt prison indoors	0
830	hello dispatch white folk celebrating killing white folk land aint	0
831	handjobs sold separately	0
832	holocaust jewish body treated like trash	0
833	friend post controversial obscene dirty offensive derogatory post keep shit like	0
834	called boy whatchoo goin bout spray bottle	0
835	share pile bacon reason	0
836	family trip mexico	0
837	diversity greatest strength	0
838	like keep xanax tic tacs fresh breath fresh attitude	0
839	girl eat pussy like retard tasting ice cream first time	1
840	white trash individual may may poor monumentally ignorant stupid	1
841	punch hole wall get upset white guy defines	1
842	youre trying impress man	0
843	islam love ariana grande yeah youre goat	1
844	donald trump proving dont poor trailer trash	0
845	thankfully youtube blocked video might popped even people office	1
846	cant get enough save palestinian kid	0
847	someone accuses racist dont realize black friend know someone	0
848	never	0
849	got text fresh meat market	0
850	anyone seen gary gary tall	0
851	eat cooky youre youre hungry	0
852	lol missed period last week	0
853	said would side	0
854	coming home wasted seeing people jogging look asshole	0
855	keep flirting find fuck	0
856	two woman walking home together nice day together	0
857	terrorist attack innocent people gun leader want innocent people give gun become even defenseless	0
858	he squirter doesnt sound sexy gay	1
859	cuddle party	0
860	im going trans hunting	0
861	stupid american elect enemy rule	0
862	big shout havent blocked unfollowed im impressed	0
863	one girl peice shit boyfriend another drunk slut prince charming	0
864	black woman fight crime	1
865	dont cat lucky day im moving	0
866	ur excited beat essential oil manbun almost snap hippie stick	0
867	hey muslim eat	0
868	thing white people fuck family member mass shooting smoke meth steal black suck sport fuck animal lie racist	1
869	gay islam islam gay	1
870	never wear glove operating rotating machinery retard	1
871	welcome refugee poland newest star hotel	0
872	illegal immigrant bring drug crime rapist yeah know	1
873	treat like java treat generic parameter run time object	1
874	tragedy	0
875	hellen keller boston terrier phiz	1
876	fragile heart sex drive stay back slut	0
877	white black said veteran ever	0
878	mandatory vaccination without exemption nazi see problem	1
879	marty feldman daughter	0
880	hate see black neighborhood still offer neighbor candle	0
881	eww gayness showing	1
882	help im downing	1
883	kenyan shit	0
884	sorry im late tranny problem	0
885	kill fly smack african kid face	1
886	bitch as jew wont eradicate help along way	1
887	goat eat everything even dream	0
888	sad obama chance lifetime build bridge could walk across together instead everything could power divide u make u hate one another yeah built	0
889	reason believe trump ripped tag matress	0
890	actually retard muslim arent problem problem pussy stopping u killing muslim	1
891	oh lord jesus happy birthday	0
892	yes im goat mother side	0
893	sin forgiven father	1
894	texas church like praise lord	0
895	knew wrong hole youre goddamn right	0
896	make sure girl sitting passenger side car girl whod sitting bus stop life turned differently	0
897	best holiday gift muslim	1
898	hardest challenge acceptance	0
899	jewish privilege running bank fleecing u usury white privilege getting blamed world problem jewish supremacist	1
900	hey met crazy here number ill gas baby	1
901	face prolifers make talk shooting immigrant	1
902	black people exist lmm free real estate	1
903	mom mash vegies	0
904	one people nod	0
905	white people shooting range	1
906	white people cracker power race legally discriminate	1
907	milkshake brings muslim yard theyre like allahu akbar	1
908	go china town dont see negro store go jew town dont see negro store come black town every kind store malcolm x	0
909	fucking queer	1
910	lebron james got hairline fixed	0
911	nothing stronger love except tiger ii	0
912	toaster fire	0
913	wheres jaw need	1
914	want sharia law well go home	1
915	youre vaping inside mcdonalds inside walmart thats turducken white trash	1
916	beat child	0
917	asian got random english tattoo mean love english	0
918	really fighting freedom would look like	0
919	drive car hit gas	1
920	super rare find kitchen four oven three dishwasher	1
921	slave mistreated	0
922	listens ariana grandes music	0
923	muslim predominantly christian nation christian predominantly muslim nation	0
924	another dog pee lawn	0
925	dishwasher working hit get work everyone else wife funeral	1
926	kid enjoying underwater diving	0
927	ok raised still live harmony	0
928	go black forever single mom	1
929	thats bomb	1
930	would racist everyone created equal	0
931	ugh water really salty weird	0
932	mr wilson take pill water cant crush snort tit	0
933	much trash need garbage collector	0
934	alabama year old sister say want boyfriend	1
935	ignorant history already march life already disarmed	0
936	woman tranny	1
937	people speed slow	0
938	support temple motherfucker im claim right husband never give wife away join fucking government hate freemason christian	1
939	havent excited friday since last friday	0
940	straight outta oven	0
941	best holiday gift muslim	0
942	dont always die dont	0
943	republican easy laundry separate white color	1
944	wish never exsisted	0
945	arnold schwarzenigger	1
946	man motivate everybody	0
947	best	0
948	talking shit trump since day one cry like bitch getting called	0
949	get kicked library putting woman right book fiction section im right	1
950	trumpanzees low skilled white trash motherfucker gon na get busy job mexican used waiting	1
951	benjamin mileikowski homeland poland palestine know half israel population comprised people polish russian descent	0
952	bos volunteer next suicide bombing	0
953	black power come lot responsibility	0
954	havent stolen week	0
955	boy every played hot potato	0
956	liberal outraged president trump lack protocol meeting queen england	0
957	gay guy walk bar pick tranny	1
958	see here mistake added fuck didnt give	0
959	racist people one cryingracist time	1
960	even casey anthony cared enough daughter vaccinate	0
961	good american dead american	1
962	transgendershit getting outta hand	1
963	veggie hot dog made plant instead eyeball lip	0
964	wheres jaw need	1
965	military finally captured massive orangutan	0
966	youre going mph school zone preschooler crossing street fun begin	0
967	salad fresh live aunty uncle bel air	0
968	wherever go destruction follows	0
969	half trump supporter deplorable half supporter deportable	0
970	anything beautiful islamic call prayer	0
971	wheres kaepernick need car washed	0
972	chicken black police arrested	1
973	slap dishwasher hard	0
974	wear silk panty cotton one remind slavery	1
975	radical islam kind doesnt molest child goat behead people	1
976	laundry day	0
977	know turn dishwasher snowblower throw em shovel	1
978	someone say starbucks	0
979	latest greatest truck come dishwasher	1
980	close portrait serious black man	0
981	average iq point retarded	0
982	let show momma found	0
983	youre gon na go boating make sure proper flotation device	0
984	im going choke nut bitch love choking nut	0
985	holocaust offensive anne frankly need stop	1
986	president sitting traitor tranny wife	1
987	sexually harass many woman molest many child vice president imagine many could president telling youre first gay president married first first tranny people dont even know	1
988	guess ok demand president trump release tax received billion fix rat infested shithole district west baltimore never asking money disappeared make bunch racist guess ok ask guy baltimore money	0
989	racist mean dont want country filled radicalized refugee terrorist country attacking people street religion yelling death infidel stabbing dozen bystander butcher knife im racist	1
